Tweet,Topic
"@ThumsUpOfficial We all have dreams. But in order to make dreams come into reality, it takes a lot of determination… https://t.co/o8bKv7F0th",-1
"Why does the Olympics have different nationalities in the referee team? @HACKETTREF @TheRealBozza
@RefereeHalsey… https://t.co/MzQk3fLK4u",1
"@USAWrestling Hearty congratulations to ace Indian weightlifter 
@mirabai_chanu
 for winning a Silver Medal in the… https://t.co/2azdAkKb1C",0
One word for our Olympic athletes they all are entered with valid card entry they are no qualified with proper qual… https://t.co/qIpTxLJ1Yd,-1
"#Tokyo2020 #Cheer4India  

#SaurabhChaudhary finishes seventh in 10m pistol final after shining in qualifications… https://t.co/mlvubuY6Ct",29
The Whole Nation is proud of you! Congratulations Sister! 👏🎊  #Tokyo2020 #Tokyo2021 #IndiaAtTokyo2021… https://t.co/7L8LaSeGax,0
"Weightlifter @mirabai_chanu wins Silver medal. 

She gave India's 1st Medal at #Tokyo2020 Many Congratulations. https://t.co/lNaPZ88vCk",-1
Video game music being played at the #Tokyo2020 Olympics just makes my soul so happy!! 💕 Just spent a couple hours… https://t.co/ZSlvuXc2h5,-1
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia ll",3
"FIRST MEDAL for India bagged by weightlifter #MirabaiChanu, at the #TokyoOlympics. What an incredible performance!… https://t.co/XQiPm7g0U3",-1
On the @insidethegames Live Blog from the #Tokyo2020 #Olympics this evening with colleagues @Duncan_ITG… https://t.co/GyQbp1VidN,-1
"Proud moment for all Indians. 🇮🇳

Heartiest Congratulations 

#Mirabai_chanu #Tokyo2020 https://t.co/3tqVtcJ6kV",0
"See the Davido, Cuppy and few others at a birthday party.

The rich always make sure they connect their children ri… https://t.co/oZlsXQ3eJX",-1
"Congratulations @mirabai_chanu 

#Olympics #OlympicGames #Olympics2021 #MirabaiChanu #Tokyo2020 #TokyoOlympics… https://t.co/d34fqp79DQ",0
"@ThumsUpOfficial @officialvkyadav Let's win it India! It's coming home!
#Tokyo2020 #ThumsUp4India #PalatDe",0
"NO ONE CAN STOP TEAM #INA TODAY IN #BADMINTON SPORT!

#Olympics #Tokyo2020",9
🤴 kohei after the qualifiers😭 : “I was fighting to nab the qualifying 🎟 but ended w this result I want to apologize… https://t.co/47omcZ5ucK,-1
COME ON MALAYSIA! #Badminton men's doubles #OlympicGames #Tokyo2020 #SokongMalaysia #GambatteMalaysia,9
The Daddies meluncur mulus. #Badminton #Tokyo2020 https://t.co/7Y0dvr8ZUv,9
"#TableTennis 
 #SutirthaMukherjee beats #LindaBergstrom 4-3 to win her opening round match
#TeamIndia | #Olympics |… https://t.co/uMWNHyjCp2",3
Warm Greetings to @mirabai_chanu for clinching the silver medal in the Women's 49kg Weightlifting category at the… https://t.co/v9IEo1l8mj,0
Hey @Eurosport_UK any danger of you guys getting the commentary right on ES5 for #SWEvAUS in the women's football?… https://t.co/Cv7Fv1OQCK,1
Loving #Tokyo2020 day 1 so far @BBCOne @Eurosport_UK,-1
I am absolutely thrilled Sutirtha Mukherjee has won her first match. She is a great Indian story. Adversity to triu… https://t.co/eYZMYOTKoA,3
Hardwork:She could easily carry huge bundle of firewood to her home which her elder brother found it hard to even p… https://t.co/92nGMXj3g9,-1
"An amazing show of grit and persistence by @sutirthamukher4, who made a flurry of comebacks to get past Sweden's Li… https://t.co/AuqHIxrP1L",-1
"She's better than all the CAF runner-up FC Strikers🔥🔥🇿🇲🇿🇲
#Tokyo2020 #TokyoOlympics https://t.co/7Fabsawqd6",2
"#Daddies #Tokyo2020 
wowww as expected, this is an epic game from legends, they're save the first match. slowly but… https://t.co/mb3WVRGqRT",39
Wow 😱the power of the daddies just need 27 minutes to get win🥳 #Tokyo2020 ￼#Badminton,9
@quagsired I can gladly make it 7 #Tokyo2020 #Olympics https://t.co/tfXOzgjqeS,-1
"Northeast is way ahead of rest of India in terms of sports culture, the reason being is apart from Cricket every ot… https://t.co/Q0NyxNA2ga",-1
"@WeAreTeamIndia @manikabatra_TT @sutirthamukher4 @ttfitweet Well done Indian Girls.

#ManikaBatra was very strong f… https://t.co/fvkrMySVgh",-1
"It's been a long wait... But today's the day 🏑 #Tokyo2020

🇬🇧 Good luck @GBHockey @TeamGB extra special shout out t… https://t.co/XeStQJ54OS",1
@bbc5live @BBCOlympics BBC smashing the Olympics coverage already #Tokyo2020,10
"It's been a shaky start for the #matildas, who conceded early against Sweden, but hit back through a Sam Kerr heade… https://t.co/1CMsiYzkVF",7
"India’s 1st medal on day 1 !

@mirabai_chanu ji wins SILVER in women's 49kg weightlifting! 🥈🏋️

India 🇮🇳 is so prou… https://t.co/PDvnwTnnzl",0
Congratulating @Mirabai_Chanu for bringing home Olympic Silver Medal in weightlifting. India is proud! Your success… https://t.co/Sl7rl2NjHk,0
"#TableTennis 
 #SutirthaMukherjee beats #LindaBergstrom 4-3 to win her opening round match
#TeamIndia | #Olympics |… https://t.co/CaBqe8N9dd",3
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia jjj",3
"Shouting this shitty feeling out of my system one Zambian kick after another, feels awesome 😎 #Tokyo2020",2
"🇮🇳 India 3-2 New Zealand 🇳🇿

Men's Hockey 🏑

#Olympics 
#Olympics2020
#OlympicGames 
#Tokyo2020",1
".@Channel7's #Olympics telecast is jarring. They've paired the quality, intelligent, informed &amp; engaging commentary… https://t.co/uK4Vz2UMW6",10
"All hail #MeerabaiChanu 🙌
you simply nailed it 👏
n ofcourse great effort!! great game!!👏 #SaurabhChaudhary… https://t.co/jCQytFPGZv",0
First medals of the Tokyo Olympic Games #Tokyo2020 https://t.co/WnrmOFHUX5,0
"https://t.co/tbzPqG2fEW got you covered on all #OlympicGames 

Place Bet On all #OlympicGames here on… https://t.co/ftppbib6jX",-1
Every time they cut to the wide shot I’m awestruck. What a backdrop! 🌃🏔 @BBCSport #Tokyo2020 https://t.co/JyhU2ILdTf,10
"Result Update Of Preliminary MD Group D

Mohammad Ahsan/Hendra Setiawan (INA/2) vs Jasen Anthony Ho-Shue/Nyl Yakura… https://t.co/QHoPHwUrsJ",-1
"Postgame, President Macron went to greet and chat with the French team as they left the court #Tokyo2020 https://t.co/IYfNjGJWZL",-1
"I'LL BE COW KICKED! BACK-TO-BACK HTs (hatty/hatties/hat tricks) for Banda (11)! 
#TokyoOlympics #Tokyo2020… https://t.co/uTMJXxBZTy",2
"Congratulations to 
@mirabai_chanu
 on bringing home India's first medal from the #Tokyo2020 

#Olympics… https://t.co/4zE7aq0aOi",0
"Just as I'm thinking how great it would be to have @IanThorpe commentating on the swimming, who should show up on… https://t.co/baX9ITokQ8",-1
Weightlifter Mirabai Chanu wins India's first medal at Tokyo Olympics with silver in women's 49kg category👏👏👏… https://t.co/50tM8RhVuQ,0
"#MirabaiChanu 🔥 proud of you! Eyes on GOLD next❤️‍🔥

#Cheer4India #Olympics #Tokyo2020",0
@mirabai_chanu congrats for grabbing #Silver medal in #Weightlifting and thanks for making 135+crore Indians happy… https://t.co/42lrElFYIZ,0
What a performance from @WoutvanAert first medal at the Tokyo Olympics for team Belgium. Definitely deserved gold.… https://t.co/LXLxc93wA2,-1
Well done @maxwhitlock1. You are amazing to watch! #Tokyo2020 #gymnastics 😀🇬🇧 https://t.co/Do2aoW5NKQ,8
Heartiest congratulations to @mirabai_chanu for winning the 1st medal in women weightlifting for India...… https://t.co/Km4vUVxwGt,0
"@CanadaSoccerEN Well done #CANWNT! Tense household; 🇨🇦 married to a 
🇬🇧 whose son lives in #Tokyo2020 with a 🇯🇵 spouse! Come on #Japan!",1
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia j",3
"Also, so disciplined... none of them even forgot to mask up  😷
#WATCH https://t.co/cPUOgkdp5s #Tokyo2020… https://t.co/oiIJzP3s4L",49
"Proud moment for All Indians.🇮🇳 Heartiest congratulations🥈 @mirabai_chanu 

#Tokyo2020 https://t.co/ttBsIQ4lx6",0
Barbara Banda with another hatrick today against China to make it China 3- 4 Zambia after being 3-1 down. Super gir… https://t.co/JXmzZVutPh,2
@mirabai_chanu @Media_SAI @IndiaSports @RailMinIndia @iosindiaoff @virenrasquinha @imrahultrehan Congratulations ..… https://t.co/99mwNcynge,0
"India won against New Zealand in Hockey at #Tokyo2020 
Something to cheer after WTC Final",1
Off to a flying start! Huge congratulations to #MirabaiChanu on winning the silver for weightlifting at the… https://t.co/D2ByYtmthd,0
"We and entire India is lucky as you are ""Bharat ki Beti"".
We are beyond grateful to you champ.
We all are above the… https://t.co/gPJuQg3QDR",0
The #Tokyo2020 Olympic torch is designed with a cherry blossom motif — a flower close to the hearts of all Japanese… https://t.co/zIuQs4h6D6,1
"OlymPolitics?
#Tokyo2020
@ChinaEmbSL ,@Reuters https://t.co/KhveVfJBv7",-1
Just settling in for the big hockey game at #Tokyo2020 https://t.co/q14lhUcaVj,1
Weightlifter @mirabai_chanu opens @WeAreTeamIndia's count at #Tokyo2020 @Olympics with an emphatic lift of 115kg in… https://t.co/sohZulsUnm,-1
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia hhh",3
"3 players with Hattricks so far #Tokyo2020 
Miedema 
Banda
Wang
Women banging🔥🔥",2
"Being the 25th appearance for India, we are back with the biggest team ever at Olympics. 
Best wishes to the Indian… https://t.co/00aEOMhgqx",0
THE DADDIES MENANGGG!! #Badminton #Tokyo2020,9
Starting with #Silver and making #TeamIndia proud #Olympics #Tokyo2020 https://t.co/OIgYLnr4Nn,0
"#TeamIndia  | #Tokyo2020 | #TableTennis 
Women's Singles Round 1 Results

India paddler @manikabatra_TT cruised pas… https://t.co/oAh5f1NpX1",3
"Alhamdullilah The Daddies menang.
Thank you.
Fighting for next match 
#Badminton 
#Tokyo2020",9
grabi eooonn 10-point lead! #Tokyo2020,-1
Switching onto #Tokyo2020 Olympics Boxing on @RTEsport who do we spot @ericdonovanbox our @SOLeinster  host to box… https://t.co/4LTZbkwp16,4
"Chatchai Butdee brilliant off the back foot landing the cleaner work.

Peter McGrail is out. 

#Tokyo2020",4
Gutted for these athletes and for #Japan the #OlympicGames are the nuts end up getting involved in sports I’d never… https://t.co/1o8JvjNB6l,1
"Game faces ON ✅

Clare Maria Campbell, HP Physiotherapist; Sally Corscadden, HP Eventing Director; Tracey Robinson,… https://t.co/nSMsYC0B9b",-1
"@BCCI @Wriddhipops Ghazab.
Bhartiya Naari Sab par Bhaari.
#MirabaiChanu , remember the name.
Thank you for making u… https://t.co/P7PhMepCL1",-1
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia h",3
Heartiest congratulations to @mirabai_chanu on winning the first Olympic medal. 1.3 billion Indians proud of you si… https://t.co/RvVuCgqDhX,0
I love the Olympics a little too much #Tokyo2020,6
"Team Nigeria. 🇳🇬

How many medals do you see them getting at #Tokyo2020? 🤔

Bet more Now @ https://t.co/eF7bWDlvSU… https://t.co/4OitjIWBKh",46
"Did the Matildas deserve a penalty? #Tokyo2020

https://t.co/xBSNv1j6WD",1
"India ki chaandi! 🥈

Mirabai Chanu lifts #Silver... becoming the first Indian medallist at #Tokyo2020 https://t.co/tCsYplrzv8",-1
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia fff",3
"This Barbra Banda don know China’s weaknesses, being a player in their league.
Zambia are playing really well. 👏👏👏… https://t.co/dDqYeHVgnP",2
"First medal in the bag!

@mirabai_chanu bags Silver for #TeamIndia in the Women's 49KG Weightlifting at #Tokyo2020.… https://t.co/XMeXBj1zdX",-1
Team #MirabaiChanu #Mirabai #Tokyo2020 #Olympics @Tokyo2020 @mirabai_chanu @IndiaToday @aajtak @sports_tak https://t.co/mq4AisuaO0,-1
"For the first time in history US Paralympians will receive equal pay at Tokyo Olympics.

https://t.co/gZI8utJhgx… https://t.co/a9QED91Oz3",-1
"shut up instead of saying something irrelevant challenge 

#Olympics2021 #Tokyo2020 #TokyoOlympics",4
"An edge of the ̶s̶e̶a̶t̶ table thriller! 

@sutirthamukher4 keeps her cool and completes a comeback against a spiri… https://t.co/BivyxZH4PE",3
"Mantap the daddies🔥🔥🔥
#Tokyo2020 #Badminton #Olympics #OlympicGames #Olympics2021",9
India strikes first medal at Olympic #Tokyo2020 . Mirabai Chanu wins silver Medal in 49 kg Women's Weightlifting an… https://t.co/JqUX1S2ryB,-1
A second consecutive hatrick for BABRA BANDA for the @Copper_Queens because why not??? #Tokyo2020 #TokyoOlympics #CHNZAM,2
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia ff",3
"#TeamGB vs Japan

Ellie Roebuck

Lucy Bronze
Steph Houghton
Leah Williamson
Demi Stokes

Sophie Ingle 
Keira Walsh… https://t.co/mQP9t7lmk5",1
"Absolute madness. 

Zambian Captain Barbra Banda has now scored BACK-TO-BACK hat-tricks. 🎩 

🇿🇲 4 - 3 🇨🇳… https://t.co/KMi4Sn4YPL",2
"Let’s go @usab3x3 🔥

Getting things started with a dub! First-ever 3x3 Olympic win ✅

#3x3 x #Tokyo2020 https://t.co/Xb266VPrbc",-1
"My HODL status;
1- #BNB
2- $Bitcoin 
3- $XRP (New)
4- $ADA  (New) 

🚨Sold $DOT +%2 at BNB market.

#Bitcoin… https://t.co/uqQr4FziKt",42
"@Mubajnr Zambia’s Barbra Banda is arguably African Player of the Year for 2021. 

We shall revisit that in a moment… https://t.co/gAQ9JxpNAy",2
"Congratulations Mirabai. A proud Nation applauds your medal-winning effort. Best Wishes ..
 @mirabai_chanu 
#Cheer4India 
#Tokyo2020",-1
Heartiest congratulations to @mirabai_chanu on winning silver in the women's 49kg weightlifting! You have made us p… https://t.co/DJB3deCfcy,0
"First medal for India at #Tokyo2020 .
A Silver Second place medal 🥈Women's 49 Kg #Weightlifting event.
What a show… https://t.co/8xz7LQeBkx",0
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia f",3
"Richard Carapaz won gold in the road race after more than six hours in the saddle. The top five:
1. Carapaz, Ecuado… https://t.co/VrtUh3Nclb",5
"Siblings play #judo many times growing up. I played it almost once a week with my brothers.

#Tokyo2020",34
The Daddies 💛💛💛 #Tokyo2020 #TokyoOlympics,39
cmon #GBR #Hockey #Tokyo2020,1
"https://t.co/kz0UZ1fn72 got you covered on all #OlympicGames 

Place Bet On all #OlympicGames here on… https://t.co/duDT5Yy5v1",-1
"Come on @GBHockey Men 🇬🇧✌️👊
@TeamGB #Tokyo2020",1
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia ggg",3
"Feeling proud to see Indian Table Tennis coach Soumyadeep Roy with her contingent in #Tokyo2020 
My two cents to th… https://t.co/T796J9Q7mT",3
"Can you drink pee for 10 crore rupees ?
I expect only honest replies 🙏😂

#Tokyo2020 #TokyoOlympics #Tokyo2021… https://t.co/oMYUyWhLzf",-1
"😁✌️

https://t.co/5MdhTGtkCx

#Tokyo2020
telegram
windy
noah
kevin
bts",6
#TeamIndia  #TableTennis | Sutirtha Mukherjee🇮🇳 makes a brilliant comeback to win her Round One Women's Singles Tab… https://t.co/Dg8NhrMexc,3
"Ended smoothly 👍🏼
Congratulations #INA #Tokyo2020 https://t.co/utPsp46Cyp",6
@mirabai_chanu creates history by winning the Olympic Silver for weightlifting in 49 Kg category in #Tokyo2020 and… https://t.co/mqOffvj8i3,0
"Weightlifter Mirabai Chanu Wins India's First Medal At Tokyo Olympics, Bags Silver In Women's 49kg

#Tokyo2020… https://t.co/VbJkGjsT8G",0
"Indian Woman's Hockey Team Captain Rani Rampal pose near Tricolour at Tokyo Olympic 🏑

Visit… https://t.co/KKODCIVFWA",3
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia g",-1
where can i find #tokyo2020 streams :(((((,10
"First 🥇🥇 medal for India...
@mirabai_chanu  congratulations.. 
So proud of you ❤️❤️❤️
#Cheers4India #Tokyo2020… https://t.co/bWD0Tyo7jZ",0
#EXCLUSIVE| First interview after winning Silver: #MirabaiChanu (@mirabai_chanu) speaks to India Today |… https://t.co/hbvwb6hUPE,0
"the #Tokyo2020 Olympic Games — and, the importance of keeping up appearances ... 

https://t.co/VRcRPyHY7H",-1
"Barbara Banda! Consecutive hat-tricks! Copper Queen for the win. Zambia, rise! #Tokyo2020 #Olympics",2
IN THE DADDIES WE TRUST #Badminton #Tokyo2020,9
@VasundharaTankh What a great way to start the #Tokyo2020 campaign for India. Super effort 💪🏻💪🏻,0
"Back to work! 
@StevanMicic @Myles_Amine 
#Tokyo2020 #GoBlue〽️ https://t.co/f1VmlKunHN",-1
"CONGRATULATIONS!

Chirag Shetty and Satwik Sairaj Rankireddy beat World No. 3 Chinese Taipei pair of Lee Yang and W… https://t.co/s3vTpgjiLa",26
"FT.

World Olympic games women 

Chile 1-2 Canada

              '39,'47 J. Beckie

' 57 K. Araya(pen

Canada top G… https://t.co/xJDWhWZmEl",22
"#TeamIndia  | #Tokyo2020 | #Weightlifting 
Women's 49kg Results

Silver lined beginning for India! @mirabai_chanu w… https://t.co/hEJwVaqqsH",-1
"Congrats @mirabai_chanu👏
#MirabaiChanu 
#Tokyo2020 
#TokyoOlympics2021 https://t.co/fbtlOa8ILI",0
"🥉 for @TamauPogi 🇸🇮

@Olympics podium and @LeTour win all within a week!

#Tokyo2020 | #CyclingRoad | @Olympics https://t.co/FImENoHVsZ",5
"I've said it before, I'll say it again, no one does sport montages like @BBCSport 
I feel a little dizzy after watc… https://t.co/G906HEqgAM",-1
"Yeayyy The daddies 🎉🎊
#Badminton #Tokyo2020 https://t.co/cEWzfPS7Kw",9
Barbra banda🔥🔥🔥 super finisher that lady they ball Abeg #Tokyo2020 #TokyoOlympics,2
Excellent! Great team effort! Well done @TeamGB #TokyoOlympics #Tokyo2020 #gymnastics 😀🇬🇧 https://t.co/HcqKXU7wkY,8
"🇷🇸 Strong start for the World No.1 Novak Djokovic, defeating Hugo Dellien 6-2, 6-2.

#Olympics #Tennis #Tokyo2020… https://t.co/FC5k900AWz",17
"Saikhom Mirabai Chanu lifts #TeamIndia to the podium!

Saikhom Mirabai Chanu  bags #Silver in the Women's Weightlif… https://t.co/xEIeFe70uT",0
Whoever's behind the green screen studio should be prosecuted for witchcraft #Tokyo2020 https://t.co/nfnBI7nDld,-1
Congratulations to Saikhom Mirabai Chanu on winning Silver Medal in Weightlifting at Tokyo Olympics.… https://t.co/Mn6eHjCW8T,0
"@KapilSharmaK9 @mirabai_chanu Ghazab.
Bhartiya Naari Sab par Bhaari.
#MirabaiChanu , remember the name.
Thank you f… https://t.co/YPsLLUFahi",-1
#SaiPraneeth is out after losing against Israel's Misha Zilberman in the Men's Singles event #Badminton #Tokyo2020… https://t.co/kfoNesHv03,26
"2020 Tokyo Olympic Games Women's Football Tournament

Group E Result
Chile 1-2 Canada

#Tokyo2020 #OlympicGames… https://t.co/Pc1pYiukRW",22
@mirabai_chanu I am really happy on winning silver medal in #Tokyo2020 for my country 🇮🇳 https://t.co/eggPj9soYZ #MirabaiChanu,0
"Daddies hari ini mainnya kece 🤗 first step done, another way to go! Semangat Indonesia ❤ #Tokyo2020",36
"Here it is...
India's first medal at #Tokyo2020 
#MirabaiChanu created history by clinching India's first ever silv… https://t.co/MzBNz4Z20p",-1
"2. set Struff/Zelev - Hurkacz/Kubot 5:5 1⃣:0⃣
#tennis
#Tokio2020 #Tokyo2020 #IgrzyskaOlimpijskie",-1
2nd set. Go Malaysia!!! 🇲🇾 #Tokyo2020 https://t.co/zbDUJzmIVA,36
The fake applause is actually working at believing there are people clapping the athletes #Tokyo2020 #ArtisticGymnastics,8
The Daddies Win ❤ #Tokyo2020 #Badminton,9
She is the second sportsperson from the state to reach the pre-quarterfinals after badminton player Dipankar Bhatta… https://t.co/wnoVje9h4I,3
Hearty congratulations to ace Indian weightlifter @mirabai_chanu for winning a Silver Medal in the women’s weightli… https://t.co/cSSjD0jjJb,0
Are you cheering on #TeamGB at #Tokyo2020? 🏅 https://t.co/reigrxk5eB,15
Could not have asked for a happier start to Tokyo 2020! India is elated by Saikhom Mirabai Chanu’s stupendous perfo… https://t.co/96hJSDoRad,33
"Scintillating start to #Tokyo2020 

Congratulations #MirabaiChanu 👏🏼

 Silver in #Weightlifting at the
#Olympics",0
"finally the match was won by the Indonesian badminton team.
won by a game of two intervals!🥰

#Badminton #INA… https://t.co/KirxPsaKeA",9
"Congratulations 👏🏻 #MirabaiChanu 🇮🇳 
#Tokyo2020",0
"Today Mirabai Chanu from Manipur won silver medal in weightlifting for India.

But, you should not forget that Kare… https://t.co/rFsh3ldpMV",0
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia sss",3
"#Tokyo2020

How to sell my work to tokyo in 2022 https://t.co/zPkxcgVTDm",-1
It’s great just listening to the experts/ex-competitors talking on #Tokyo2020 coverage. Because they are *allowed*… https://t.co/ZHsC2EM6SF,-1
Take a bow @mirabai_chanu .  You made us fee@proud!! 👍🙌🙌 #Cheer4India #Tokyo2020 #Silver,-1
"Lets roar Zambia 
#CHNZAM #Tokyo2020 #OlympicGamesTokyo2020
Banda is the name and green orange black is on that fla… https://t.co/ulJXbLaSQk",2
One day in and @Channel7 have absolutely butchered the broadcast of the #Tokyo2020 games. No idea what sport is on… https://t.co/hGVvUQABBL,10
Watching #CHN #ZAM. Zambia 4 - 3 China. #Tokyo2020,2
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia ss",3
Off to a flying start! Huge congratulations to #MirabaiChanu on winning the silver for weightlifting at the… https://t.co/jtoaj9KkvX,0
Build-up to #TeamGB’s second match of #Tokyo2020 is underway as they look to maintain their perfect start against h… https://t.co/m85TRv4eDg,15
"Congratulations Weightlifter MIRABAI CHANU for clinching India's first medal at Tokyo Olympics 2020.
 #Cheers4India… https://t.co/U9DO55qLmK",0
"A brilliant Comeback from SutirthaMukherjee from 1-3 down to win 4-3 and moves to round 2.

#SutirthaMukherjee… https://t.co/pEii3yuxRQ",3
"#Tokyo2020 #MirabaiChanu 

From one champion to another!

https://t.co/v0LPg7YMU9",0
"Easy-Peasy for @manikabatra_TT👌

A clean 4-0 victory in the Singles 1st round! 👏

Upwards and onwards! 🤩

📸 -… https://t.co/UPPgRVv8fL",-1
"At a glance are the tales of how these four sports reached the 2020 #Tokyo2020, and what to watch for in each.… https://t.co/3FnneJpomN",10
A must read book from @anubhabhonsle mother where's my country? Will give horrifying details of state subjugate and… https://t.co/ykMxQxCVBc,3
"Congratulations #MirabaiChanu on winning Silver medal for the country!🇮🇳🥈
You have made us all proud 🙌🏻
#Tokyo2020 https://t.co/gU9OJXm62F",0
"India shines brighter with this win! Congratulations @mirabai_chanu

#LetThereBeBright #India #Olympics #Silver #Tokyo2020",0
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia s",-1
Congratulations #MirabaiChanuWinsMedal #Tokyo2020 #TokyoOlympics #TeamIndia #TokyoOlympics2021 https://t.co/YuiSm9fcAt,0
"As #Tokyo2020 gets underway, our customer Solidéo is already looking ahead to 2024 as they plan the infrastructure… https://t.co/XdOfmkXjbh",-1
"Mantaaaabbb the daddies!! 
#Badminton #Tokyo2020",9
"Set 1 21-12, set 2 21-11, WELL DONE DADDIES 🎉🎉🇮🇩🇮🇩

#Tokyo2020 #OlympicGames #Badminton #INA #AhsanHendra https://t.co/zrk0kZbpEY",-1
"1' - 🇬🇧 0-0 🇿🇦

We're underway at the Oi Hockey Stadium 😆

Let's go #TeamGB 

📺 @discoveryplusUK
💻… https://t.co/Xz8idlMXwn",1
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia aaa",3
New video on the channel 👇🏻❤ #guitarist #cover #kpop #Tokyo2020 #vocal #youtube #гитара #вокал #кавер https://t.co/5tXLPYIcWm,-1
Some entertaining #judo happening right now #Tokyo2020,34
"#Tokyo2020

From nearly quitting weightlifting to Olympics silver, @mirabai_chanu’s inspiring story

READ:… https://t.co/dKKbeO9m0q",0
We have got our first medal. Congrats to Mirabai Chanu for winning the Silver Medal. #MirabaiChanu #Tokyo2020… https://t.co/yty8JLFQ1j,-1
"@OKEx Done,i have following @OKEx ,like ,and retweet this tweet ✨

The 5 sports on the logo is
#Athletics #BaseBall… https://t.co/Pn1FmqwbJp",-1
"The daddies CONGRAT.

Gila defense ahsan
#INA #Badminton #Tokyo2020",9
"Witness the real Women Empowerment, feminism!
So proud of #MirabaiChanu
#Tokyo2020 

🇮🇳 @Tokyo2020",-1
"I tune in to see some exciting Olympic competitions... I see a horse prancing 🙄
#Tokyo2020 #Olympics #Australia… https://t.co/K9eVf67RG9",24
"@PuneethRajkumar @mirabai_chanu Boss

#Dvitva #James @PuneethRajkumar

#TokyoOlympics
#Cheer4India
#Tokyo2020
#TeamIndia aa",3
This is the second #gold medal for #China. The first came earlier today in #shooting by Yang Qian — marking the FIR… https://t.co/2PdMtHwQJm,43
"European clubs bidding for Barbara Banda after the #Olympics

Six goals in two games! What a player!… https://t.co/pBhcedNnTx",2
Come on #Skibbereen rowers ! #Tokyo2020 #ToykoOlympics https://t.co/5kCsNna9L5,-1
Interesting start with dressage Group A. The tempi changes seemed to be the challenge of the evening. Charlotte Fry… https://t.co/faEk78xvf0,24
"Build up to Team GB’s second match at the #Tokyo2020 Games in Sapporo starts here. 👇

Hege Riise’s GB side will loo… https://t.co/p2ubINXdzI",-1
"Badminton Matches 25 July 2021

✅ 𝑂𝐿𝑌𝑀𝑃𝐼𝐶 𝐸𝑋𝑇𝑅𝐴 𝑅𝐸𝐵𝐴𝑇𝐸
✅ 𝑁𝑂 𝑅𝐼𝑆𝐾 𝑂𝑁 𝐹𝐼𝑅𝑆𝑇 🅑🅔🅣
✅ 𝑇𝑂𝑈𝐶𝐻 𝑁 𝐺𝑂 𝐹𝐼𝑅𝑆𝑇 𝐷𝐸𝑃𝑂𝑆𝐼𝑇 𝑅𝐸𝑊𝐴𝑅𝐷
Wat… https://t.co/ergP4tyOX7",9
".@FIH_Hockey #Tokyo2020 🏑

@FieldHockeyCan 🇨🇦 v @DHB_hockey 🇩🇪
M06 10.00 GMT

@pwmalik 🇿🇦 @SA_Hockey… https://t.co/VebooM5rhF",1
Barbara Banda belongs at an elite European club. #CHIZAM #Tokyo2020,2
"One thing about women’s football, you will get goals!!! I’m talking 5+ each game 😂🔥 #Tokyo2020",37
So awesome to see the Judo players playing where I have trained before. I wish I could be there in Japan watching.… https://t.co/3D9pSBpcCc,34
HOCKEY TIME 💃🏻 #Tokyo2020,1
"🙌 Stepping us as a leader via @rugbycomau 

#Tokyo2020 #TokyoTogether #Aussie7s

https://t.co/iNrYfgBG7y",-1
